id,price,moonRank,💎 score (%),storeURL,Armor,Background,Chain,Eyes,Innate Virtue,Mouth,Over Head,Rebel,Skin,Special
3521,35,2164,0,https://magiceden.io/item-details/AAq5sr3qbqZGn9MTgofKjtk3w9DBwwG1ni2s7KkFdd4r,Convicted,Rocky Cliff,None,Neon Shades,Unbreakable Defense,Sparse Teeth,None,,Jelly Skelly,
3522,25,3887,0,https://magiceden.io/item-details/945Afok92sm7ZwjCt9KpJUDLRvZLc6SSXgpuprQ5qP4W,Convicted,Mount Lamaintula,None,Red Force,Supreme Intelligence,Sparse Teeth,Emerald Spine,,Mossy,
3545,10,1935,32.73,https://magiceden.io/item-details/DMJcdhodtHoTgtUasJ8F7G2k7499ScgPD87SP8XtMUER,Unchained,Terrifying Grotto,Silver Cuban,Lost Eye Patch,Supreme Intelligence,Human Teeth,Emerald Spine,,Base,
3552,5.99,4119,62.92,https://solanart.io/search/?token=BuppFUy9EX8zrJkKX13A3L3RpPnso3sUAP4uK3QJjXTS,None,Green,6ix9ine Iced Out,Cyclop,Unbreakable Defense,Reptilian Tongue,Sombrero,,Base,
3554,24,2266,0,https://magiceden.io/item-details/AkSnBNfaaCetyfxfDcm9ENECFGce5u9H1TQaVXGeajf1,Bullet Belt,Peach,None,None,Annihilating Power,None,Ice Beast Mask,,Flubber,
3573,5.4,5424,62.91,https://magiceden.io/item-details/ENaQXrSvUkNuAKxsUAyKuMeY8ZAYsMvuk1YuU3GAWbwe,None,Green,Tribal Necklace,Cyclop,Supreme Intelligence,Rude Tongue,Red Stones Mohican,,Lava,
3574,20,3467,0,https://magiceden.io/item-details/8jyRzbwGr2MbPHuQ5PGUh7D7s3JDqbVHKEn8A84eHJAj,None,Yellow,Rude OG,Lost Eye Patch,Annihilating Power,Sparse Teeth,None,,Muddy,
3583,14.8,2010,0,https://magiceden.io/item-details/GNLFLAnNysXF9wCENct5u3wWvmEKQhTyHim4ABJfakqN,None,Raging Volcano,Sherlock O'Clock,Laser Beams,Unbreakable Defense,Sparse Teeth,Emerald Spine,,Red Rock,
3590,5.0123565,5791,65.12,https://magiceden.io/item-details/9KCWn7wf2XXzf2kuS5FDEjWp8YzEdLYrmHYsxtaVRDJk,None,Yellow,Silver Cuban,Green Force,Supreme Intelligence,Emerald Smasher Teeth,Outlaw Hat,,White Quartz,
3608,100,556,0,https://magiceden.io/item-details/T4QFWdAmRPJjMSW7ZY6QygfQmFcDnAv47ztBPdUY75n,Solana Bulletproof Vest,Aquamarina,Boxing Gloves,Red Force,Supreme Intelligence,Emerald Smasher Teeth,Elder Mushroom Colony,,Scaly,
3620,9.85,1297,37.12,https://magiceden.io/item-details/3X3oYgB9FxAmZTrbLqeHfD3Mh5Gd7usurK9ihwRMahj3,Solana Bulletproof Vest,Grey,Tribal Necklace,None,Unbreakable Defense,Mustache,Demon Helmet,,Yellow Energy,
3635,9.8,823,39.77,https://magiceden.io/item-details/FdP7K4tM7DE9YQYkkNXTJuk3A6Nj9kvVn5D6EArBkJ7P,Golden Knight,Green,Sherlock O'Clock,Neon Shades,Supreme Intelligence,Emerald Smasher Teeth,None,,Glacial Ice,
3656,10,6149,13.62,https://magiceden.io/item-details/14TJJTRriEZ7PdEzvtt2iBFgTgBVWn9yaWUEPQRxKNHo,None,Green,Boxing Gloves,Purple Force,Supreme Intelligence,Crude Ogre,Emerald Spine,,Base,
3668,50,6808,0,https://magiceden.io/item-details/FzANWtC3LY2ke5mk27JfBZt2JJtXAhixDLzU9nUwL7uv,None,Blue,None,None,Annihilating Power,None,Gold Bullish Helmet,,Mossy,
3688,13,660,8.51,https://magiceden.io/item-details/8CX2qAeCBBhwsxwbN3zL5HvmWbTMh3enS36mQ6kGmmpr,Convicted,Rocky Cliff,Golem Head,Blue Force,Unbreakable Defense,Banana,Bird Family,,Rainbow,
3715,30,918,0,https://magiceden.io/item-details/9ihLAD4fDBGaVPMmLAi6uBqMJVmxh6X7oAZn12q1Lv6t,Crystals Collector,Raging Volcano,GM,Cyclop,Annihilating Power,Monster,Blue Crystal,,Black Obsidian,
3718,8,1727,53.67,https://magiceden.io/item-details/Fdtq5LnSUSs67VZN5XzFmJC5ZDp1soPJq3JRsha95vW9,Skeleton,Purple,Sherlock O'Clock,Blue Force,Unbreakable Defense,Tartar Dentures,Red Stones Mohican,,Glacial Ice,
3729,8.5,2179,46.62,https://magiceden.io/item-details/AdqTyvEANaJpr5xEMYiHdUhCja7dcwdeU1ATHjJpmKtt,None,Unexplored Mine,Padlock,ThugLife Shades,Supreme Intelligence,Tartar Dentures,Sombrero,,Flubber,
3730,32,1944,0,https://magiceden.io/item-details/9rBHXVWgtMPgkgNzbHYVogcLmqyiPnrCmVje9iAizUha,Skeleton,Aquamarina,None,None,Unbreakable Defense,None,Gold Bullish Helmet,,Emerald,
3754,10,4319,21.92,https://magiceden.io/item-details/ChP2d7UkqxLyx2wYEeLLibRp5ipwk2wJ9iiJU1oqFxrb,Golden Knight,Yellow,None,ThugLife Shades,Annihilating Power,Crude Ogre,Outlaw Hat,,Yellow Energy,
3774,20,2743,0,https://magiceden.io/item-details/HdtFxjCz1FhPEPb68cFBHvYPTGqa4nbb6Gy7ijTf1ZLg,Golden Knight,Black,None,Neon Shades,Unbreakable Defense,Bushy Beard,Solana Bucket Hat,,Muddy,
3796,10,3235,26.83,https://magiceden.io/item-details/3gcemSkLAKkvAnUZgn92gZxV2mEdf1X7mUPTcvt7NDit,Crystals Collector,Green Pillars,None,ThugLife Shades,Unbreakable Defense,Volcano Melter,Sombrero,,Flubber,
3810,31.9,1124,0,https://magiceden.io/item-details/BAxyQmtLgWtembvuKCw6LSDcSoM21kNNcyn13cs8ir63,Solana Bulletproof Vest,Purple,Skull Necklace,Cyclop,Unbreakable Defense,Bubble Gum,Safari Hat,,Mossy,
3828,7.5,3289,51.59,https://magiceden.io/item-details/4oSwYwz37XdGS376uhMmkmAx9yG4YspW7z4FQGHevFZ8,RG Brawl,Aquamarina,None,White Force,Supreme Intelligence,Reptilian Tongue,Buccaneer Hat,,Scaly,
3853,5.99,4551,60.97,https://magiceden.io/item-details/GR7wxXSTzUe4BwiRCo7jrzvxHKKkqfGNFwboZsZa27M,Golden Knight,Raging Volcano,None,Coins,Supreme Intelligence,Tartar Dentures,Safari Hat,,Base,
3859,10,7365,8.11,https://magiceden.io/item-details/83TDd5aL4nHZxCtbQg3MrKJpwZQEgYTvB8JxmnKCudBx,None,Solana,None,Neon Shades,Supreme Intelligence,Bloodthirsty Teeth,Red Stones Mohican,,Grey Marble,
3861,8.99,2885,38.52,https://magiceden.io/item-details/2fH3oTWwsLwtCzPuDPRVKYrDGJ1s4QjF2kBot9TYRsM2,None,Terrifying Grotto,Boxing Gloves,Subatomic Goggles,Unbreakable Defense,Pink Iced Out Grillz,Safari Hat,,Base,
3870,20,1319,0,https://magiceden.io/item-details/A8ft4qrBsMD6RfbbfdzTzRwmWerWkwEVzkDSGUXL8GeG,RG Brawl,Mount Lamaintula,None,Coins,Annihilating Power,Sabertooth,Buccaneer Hat,,Yellow Energy,
3876,8,3304,46.52,https://magiceden.io/item-details/8APYdCy8ehE3PsMXqAPyq59yv7JTxYLavYZEHHn6vLJe,None,Rocky Cliff,6ix9ine Iced Out,ThugLife Shades,Unbreakable Defense,Human Teeth,Bird Family,,Muddy,
3877,55,3357,0,https://solanart.io/search/?token=FbFRFJruBdwQkv6YAawLHrsjJdeDkGT6TDHX1xyx5wS3,Convicted,Crystalline Cave,None,Coins,Unbreakable Defense,Pink Iced Out Grillz,Outlaw Hat,,Glacial Ice,
3885,9.6,603,42.77,https://magiceden.io/item-details/Fgnob9PrFCq2uKpdok3RrXK94dNrx6QDRiurYLZomGss,Golden Knight,Green,GM,Neon Shades,Unbreakable Defense,Sabertooth,Solana Bucket Hat,,Mossy,
3901,8.5,1505,49.68,https://magiceden.io/item-details/F3ujXjLYghzGxHzn8XUie5b1ggN2qEUZodNcjqFNerzZ,Silver Knight,Blue,Tribal Necklace,White Force,Supreme Intelligence,Cigarette,Degen Hat,,Emerald,
3933,50,7315,0,https://magiceden.io/item-details/25fzryUGFGQne7RraVTXtusunQpS2Fqr2BUzyAXK2ziQ,None,Terrifying Grotto,None,Green Force,Annihilating Power,Bloodthirsty Teeth,Halo,,Muddy,
3940,5,8350,53.64,https://magiceden.io/item-details/E1CRzTb5RDtbPLfM2GPPzpeHmS5iZ2jP3hgRSkWxwQUM,None,Grey,None,White Force,Annihilating Power,Bloodthirsty Teeth,Safari Hat,,Grey Marble,
3952,12,6408,0,https://magiceden.io/item-details/EVsyFHYfSVdZRNNjZMRxw1hzRsH3YEX1JHwAvHzMHQaR,Crystals Collector,Aquamarina,None,None,Annihilating Power,Bubble Gum,Skeleton Mask,,White Quartz,
3958,10,7964,5.39,https://magiceden.io/item-details/7FzGbnzkbWZJrin7mUFQKRaEmZUyhfTEBYPcgfLSmNkD,None,Enchanted Forest,None,Coins,Unbreakable Defense,Cigarette,None,,Base,
3979,15,2684,0,https://solanart.io/search/?token=CtErsUrNkTFkMfKStgWSkxRmm2ALBjQpwkJGqHdHMwao,None,Grey,6ix9ine Iced Out,3D Glasses,Unbreakable Defense,6ixn9ne Rainbow Grillz,Outlaw Hat,,Lava,
3983,10,8533,2.81,https://magiceden.io/item-details/G6hG6W9eCZLoMHpRHD4iCotj7AoHimAsYfWSy4ospXr2,None,Yellow,None,Blue Force,Annihilating Power,Human Teeth,None,,Yellow Energy,
3996,12.55,1637,8.58,https://magiceden.io/item-details/DVSTse7Wuq1MXte3RDL9mJiSTLvg1UZwU7G1CcmcLJDA,Solana Bulletproof Vest,Purple,Silver Cuban,Blue Force,Annihilating Power,Rude Tongue,Bird Family,,Mossy,
4007,124.9,1644,0,https://magiceden.io/item-details/DLKzv1BubeSkJs1cNMJHEJSaWSsHAg6oEwzZCsfJ7ufU,War Belt,Purple,None,Red Force,Unbreakable Defense,Cigarette,Elder Mushroom Colony,,Jelly Skelly,
4025,20,580,0,https://magiceden.io/item-details/FJ9B8dhjTzoSMuLHTpDiETqkdR2uNkx4zRkHMr7N41q8,RG Brawl,Aquamarina,Rainbow Cuban,Purple Force,Supreme Intelligence,Cigarette,Outlaw Hat,,Yellow Energy,
4028,9,1314,45.54,https://solanart.io/search/?token=Ghn5ueiRMxUTxBm61sCCnaGqPpuSt2cy9qHdjGy6y3A9,Silver Knight,Blue,6ix9ine Iced Out,Subatomic Goggles,Unbreakable Defense,Human Teeth,Emerald Spine,,Mossy,
4029,7.7,3179,50.09,https://magiceden.io/item-details/3cj9avgLE1Evxr6t2vxBMtCdbxEz7UFhnVS7uPj158Yo,Silver Knight,Green Pillars,None,White Force,Annihilating Power,Crude Ogre,Outlaw Hat,,Purple Energy,
4031,9.9,6498,13.04,https://magiceden.io/item-details/6b1Zx6L4QHwfooUfSekpnuWyabTHVtQeqg3UENrMRB1Y,None,Aquamarina,None,3D Glasses,Annihilating Power,Reptilian Tongue,Buccaneer Hat,,Solana Energy,
4040,11.5,5423,1.91,https://magiceden.io/item-details/6JJrMNhd3MyxFCak9W4ErYfUyAgPcHLB1iG1mSReLVsm,None,Endless Grove,None,3D Glasses,Annihilating Power,Rude Words,Buccaneer Hat,,Black Obsidian,
4057,30,6228,0,https://magiceden.io/item-details/Hdtieggqiisruu3uEgQaa3PEmwX4JzNoKg7392zMch2v,None,Blue,None,Neon Shades,Annihilating Power,24k Grillz,None,,Glacial Ice,
4061,30,1030,0,https://solanart.io/search/?token=CBBmj4cCt9JMiVmLMxvxNEPY6c7tDSxDST3XKAms78kv,Unchained,Purple,Tribal Necklace,Neon Shades,Annihilating Power,Sparse Teeth,Crown,,Scaly,
4077,12,2768,8.95,https://magiceden.io/item-details/DuZDEcbaR7JTsuowU9hEPFN3Eok24LePzBwx92WH6dSu,Bronze Knight,Peach,None,Analysis,Unbreakable Defense,Solana Bandana,Buccaneer Hat,,Muddy,
4078,21,414,0,https://magiceden.io/item-details/7TPmPWsw2bdKHoShqq4NCfAucoY1HXjfLA6YgybgwvRT,War Belt,Endless Grove,Rainbow Cuban,Hijacked,Annihilating Power,Monster,Safari Hat,,Black Obsidian,
4104,8,4798,39.75,https://solanart.io/search/?token=AAd4oHuA9E7VKVF5hw7gexnsV7CezSYFyam96YHb4LuU,Bronze Knight,Solana,None,Coins,Annihilating Power,Bushy Beard,Red Stones Mohican,,Base,
4141,11.11,6350,1.61,https://magiceden.io/item-details/6jEW3w6wZxG1s7D8HDCt3RGymPTeUq2fRWLXBULB2wJ7,Bronze Knight,Enchanted Forest,None,None,Annihilating Power,Crude Ogre,Red Stones Mohican,,Scaly,
4150,5,8691,52.09,https://magiceden.io/item-details/CQiqtMG51QgdobqwVmhmBuBxxiKrQ5vq2DZt4AWsjyjC,None,Grey,None,None,Supreme Intelligence,Crude Ogre,Demon Helmet,,Yellow Energy,
4153,25.3,1125,0,https://magiceden.io/item-details/F6NrbwSHnsrbwFa8mCFhgfTS9MMzu7TXviTeHSy2YkGA,Golden Knight,Black,6ix9ine Iced Out,Purple Force,Unbreakable Defense,Volcano Melter,Buccaneer Hat,,Black Obsidian,
4157,13,2233,1.38,https://magiceden.io/item-details/GRuUDrj99TeDfEBDigE92CYsM33894ygekbWfqRvxRVU,None,Enchanted Forest,Rude OG,None,Unbreakable Defense,Mustache,Demon Helmet,,Mossy,
4173,22,6679,0,https://magiceden.io/item-details/Rh1TNx6LnrNmyfgTRtWtk9c8fKwEHBbdyHmNmKXf8RY,None,Dangerous Laboratory,None,Blue Force,Annihilating Power,Crude Ogre,Bird Family,,Rainbow,
4178,6.49,2364,65.88,https://magiceden.io/item-details/GCkThtHGizryFKaUJ9bd9ds98PyzZTrVtPdiEJtx7sug,Bronze Knight,Blue,Silver Cuban,Blue Force,Unbreakable Defense,Emerald Smasher Teeth,Degen Hat,,Muddy,
4201,50,958,0,https://magiceden.io/item-details/4jAtv6isZ6urPmYz6LsJqVxfk3Bb34Ee94CotgeMZzfs,Solana Bulletproof Vest,Yellow,None,Cyclop,Annihilating Power,Volcano Melter,Crown,,Solana Energy,
4203,15,852,0,https://magiceden.io/item-details/5mgktgCAv5nCLRPEbgsCJUMscjMV2F32JWwd6UrmQtYp,Golden Knight,Black,Tribal Necklace,Subatomic Goggles,Unbreakable Defense,Bubble Gum,Sombrero,,Scaly,
4220,7,7188,38.91,https://magiceden.io/item-details/4vTBXat44jXjnxnJRuzUdY7m3LMhG3AaMfhs2B9rdV7X,None,Rocky Cliff,None,Cyclop,Unbreakable Defense,Cigarette,Arachnid Colony,,Black Obsidian,
4227,7,6027,44.17,https://solanart.io/search/?token=61LjPvgu9NLdCKh3S56LyLqd5ABpXGGdkDSqdYKsSMWX,Bronze Knight,Enchanted Forest,None,Purple Force,Annihilating Power,Tartar Dentures,Sombrero,,Black Obsidian,
4229,30,1753,0,https://solanart.io/search/?token=HHsBXndCtgU5qkxru4uJnq2z3XhLpBu7ZRNkNA5e4wiU,RG Brawl,Green Pillars,None,Purple Force,Supreme Intelligence,Bloodthirsty Teeth,Outlaw Hat,,Solana Energy,
4242,11,826,27.75,https://magiceden.io/item-details/zK5zg2iwqS3j2VKPKvPXixfkRR8f3b9nWwt9wxuwy2Z,Silver Knight,Peach,Golem Head,Red Force,Supreme Intelligence,Monster,Red Stones Mohican,,Scaly Albino,
4246,10,1651,34.01,https://magiceden.io/item-details/BVtEN2FwDMyZafJQksCKDK4ihenRrF5aidp8nfL9tzHF,Bullet Belt,Grey,GM,Neon Shades,Supreme Intelligence,Rude Tongue,Bird Family,,Black Obsidian,
4248,8.88,6064,25.21,https://solanart.io/search/?token=8PfveFjQsZLXKbXqYQVnAGV8MaYu1X8CV2yt1b1svqSp,None,Unexplored Mine,None,White Force,Unbreakable Defense,Volcano Melter,Halo,,Scaly Albino,
4278,25,789,0,https://magiceden.io/item-details/onZZydroCQW7N3WGXAjtzSGq1LYq7dKhtgD9Ln6NhJm,None,Grey,Sherlock O'Clock,Electric Goggles,Supreme Intelligence,Mustache,Red Stones Mohican,,Rainbow,
4283,6.98,8105,34.95,https://magiceden.io/item-details/BpxhxTR9bHkZeG8FBTKBndcg4S3Pzyav3jk7aRQXDpms,None,Aquamarina,None,None,Supreme Intelligence,Pink Iced Out Grillz,Demon Helmet,,Scaly,
4296,5.25,3537,72.96,https://magiceden.io/item-details/ZARnorbqgpJxMSC92x4dp56AiSHYwZLVvYQdxVPnT17,War Belt,Green Pillars,None,Coins,Supreme Intelligence,Pink Iced Out Grillz,Degen Hat,,Black Obsidian,
4305,7.5,1879,57.98,https://magiceden.io/item-details/AZT3whVepw1q1cvnqU1hPgkzLZtasR7SWsBRCYqFPauv,War Belt,Green,Skull Necklace,Cyclop,Annihilating Power,Banana,Blue Crystal,,Base,
4336,14.88,6161,0,https://magiceden.io/item-details/FwPameZ67UmoiL9GwNM5zqwkHxah3fKhuGipsB9xPa9u,None,Aquamarina,None,Subatomic Goggles,Supreme Intelligence,Rude Tongue,Bird Family,,Solana Energy,
4340,7,2479,60.26,https://solanart.io/search/?token=Hczt8uXRzkVDrLtVuEMpPnEN1FLfXVJUTL1Xehf8XVic,Unchained,Aquamarina,Sherlock O'Clock,Blue Force,Annihilating Power,Human Teeth,Outlaw Hat,,Mossy,
4349,5.99,4894,59.41,https://magiceden.io/item-details/EhBgQgAC4pLj7u79YqeRZbm1PieXSXvq3o2DBLw2KBo7,Convicted,Yellow,None,Coins,Supreme Intelligence,Rude Tongue,Outlaw Hat,,Flubber,
4357,20,689,0,https://magiceden.io/item-details/FnYneD2z16CtL8c16SVrv6a27JhS1FXcgEyzEHqFpuEq,Unchained,Aquamarina,Sherlock O'Clock,None,Annihilating Power,None,Gold Bullish Helmet,,Mossy,
4382,6.9,7500,38.49,https://magiceden.io/item-details/6aroAS6vv2B4Ke2Datf1YBcLLtHJjLewduYF9LuotFv5,None,Green,None,Cyclop,Annihilating Power,Bubble Gum,Elder Mushroom Colony,,Lava,
4388,5.8,8575,44.62,https://magiceden.io/item-details/CGpdVMrhS4sxNixnSJXnizwooyH6ZwBe5yfPq2WE4X6Q,None,Purple,None,Green Force,Annihilating Power,Sabertooth,Emerald Spine,,Scaly,
4394,25,177,0,https://magiceden.io/item-details/A22dJBz52M1UxdjrGSLs7RS5Xa8XqcQGYC6iTAxC9e8B,Bullet Belt,Grey,6ix9ine Iced Out,ThugLife Shades,Unbreakable Defense,Solana Bandana,Bird Family,,Emerald,
4402,20,3529,0,https://magiceden.io/item-details/BW5j1uk73PLvpSYZPm9FH2dEfEvdxRyrR7iXZPRzjXsU,War Belt,Aquamarina,None,White Force,Supreme Intelligence,Sabertooth,Outlaw Hat,,Rainbow,
4404,6,5923,54.64,https://magiceden.io/item-details/Eb7kougVvf2GXJGojzPauFRcqoRJ4eTTSYZ8kbgwDACs,None,Grey,None,3D Glasses,Unbreakable Defense,6ixn9ne Rainbow Grillz,Arachnid Colony,,Scaly Albino,
4414,12,3089,7.49,https://magiceden.io/item-details/Es4k6FkCneF1wp1SZtwcmgedeVyHiY1srpr9ztffLHLB,None,Unexplored Mine,Sherlock O'Clock,None,Annihilating Power,Emerald Smasher Teeth,Skeleton Mask,,Purple Energy,
4445,8,4091,42.95,https://magiceden.io/item-details/wL1vp2ZpsPZBYqnoxvqaPCSDGwTJwMgyAiWWFUYDDGq,Bronze Knight,Terrifying Grotto,None,None,Supreme Intelligence,Rude Tongue,Elder Mushroom Colony,,Purple Energy,
4446,9.5,2047,37.22,https://magiceden.io/item-details/GYTKbufhSoY4wZ9o3jW7wSTs3PSD23UB6xxwi5to253n,None,Enchanted Forest,Tribal Necklace,Lost Eye Patch,Annihilating Power,Volcano Melter,Solana Bucket Hat,,Flubber,
4466,1222,5189,0,https://solanart.io/search/?token=3HDfcR8LPoHJHbKcsD9Z1am4hzNpNjUPREG1iSuF6ezS,None,Enchanted Forest,GM,White Force,Unbreakable Defense,Sparse Teeth,Emerald Spine,,Base,
4480,7,3931,53.68,https://magiceden.io/item-details/AiqF2E3sw9m3VAseLAKYvYh4seUDYtTfCW6jUu42yg1k,Bullet Belt,Unexplored Mine,None,White Force,Unbreakable Defense,Monster,Safari Hat,,Muddy,
4504,11,1273,25.73,https://magiceden.io/item-details/5tgBVMVWUTahdXmX8QDnwbGTKGZ78EEJfAmzyitxbowh,Cyborg,Enchanted Forest,None,ThugLife Shades,Annihilating Power,Reptilian Tongue,Elder Mushroom Colony,,Scaly Albino,
4519,150,711,0,https://solanart.io/search/?token=8yt9eDXZbV3GaaydLAGVS8mudHK9gKPyoJVcNbA6Vw24,Unchained,Aquamarina,Padlock,Hijacked,Unbreakable Defense,Human Teeth,Sombrero,,Red Rock,
4540,18.9,846,0,https://magiceden.io/item-details/4LmDjC4bNxMXd6HR5BBYqZKRNRB46jrj6mBGj6eyMdCk,Silver Knight,Aquamarina,6ix9ine Iced Out,ThugLife Shades,Unbreakable Defense,Reptilian Tongue,Halo,,Black Obsidian,
4569,20,1345,0,https://magiceden.io/item-details/AykTSmQcnZ9a9BRxWhm28mh61fvrMnrZoiEUhB5gq9Ts,Bronze Knight,Green,Tribal Necklace,White Force,Unbreakable Defense,Reptilian Tongue,Elder Mushroom Colony,,Glacial Ice,
4570,14,576,0,https://magiceden.io/item-details/3u7zjSNd8TL7yeEgf1FXmbGoxK4Ne2yYmgT1ghgz6ed7,Silver Knight,Black,6ix9ine Iced Out,Blue Force,Supreme Intelligence,Bubble Gum,Solana Bucket Hat,,Lava,
4590,20,2040,0,https://magiceden.io/item-details/A5GvjeUuaBAFJ7ZpXY6CMtWWjMqmrMnk6au8cPgisPg1,RG Brawl,Enchanted Forest,None,Coins,Supreme Intelligence,Tartar Dentures,Buccaneer Hat,,Rainbow,
4598,15,373,0,https://magiceden.io/item-details/GQN268ds4CpRfbci8EyQDNivtaGN8mYvmjPB49EoZaoE,Cyborg,Solana,Golem Head,None,Annihilating Power,Bushy Beard,Skeleton Mask,,Red Rock,
4608,15,3528,0,https://magiceden.io/item-details/Aya9iq6q4GNwrXMk3B8HJKDLyH2F1WX6eSFtnNPeEYjg,None,Green,Sherlock O'Clock,Purple Force,Annihilating Power,24k Grillz,Red Stones Mohican,,White Quartz,
4614,6.5,8822,36.5,https://solanart.io/search/?token=28e4V94rvNgzNBuhkCP2XcEvmts3tbWTRYkE6HxoYr45,None,Green,None,None,Unbreakable Defense,Rude Tongue,Skeleton Mask,,Base,
4617,25,1860,0,https://magiceden.io/item-details/FcvoMvdQLZuSQcS1xxqKyMNApb5YgZ5eAiBqu1ErL8oV,Convicted,Crystalline Cave,Skull Necklace,Green Force,Unbreakable Defense,Cigarette,Red Stones Mohican,,Grey Marble,
4632,5.48,4402,66.74,https://solanart.io/search/?token=36kbTSkhSE6TH1McS7i8PgUveuMyuEvoxsy1EtVg1gjP,None,Blue,Boxing Gloves,None,Supreme Intelligence,Pink Iced Out Grillz,Safari Hat,,Flubber,
4651,10,2529,30.03,https://solanart.io/search/?token=EeQ5ahnRWfiy5DPRnUaiutqYBsz7qPFo3ZEBbgErTWRc,Bronze Knight,Blue,Sherlock O'Clock,Blue Force,Supreme Intelligence,Crude Ogre,Outlaw Hat,,Lava,
4655,7.61,5150,42.05,https://magiceden.io/item-details/C5FpNa3ZpEBjiAgjrEmM8vKgxscFiGpnR8QcsYsVTezX,Bronze Knight,Green Pillars,None,Lost Eye Patch,Annihilating Power,Sparse Teeth,Arachnid Colony,,Mossy,
4656,11,3944,13.62,https://solanart.io/search/?token=3HCskNjBmKCfakUWaiBntW1sw35JdR5uA2Cz9E8ATJ1a,Solana Bulletproof Vest,Black,None,ThugLife Shades,Annihilating Power,Bloodthirsty Teeth,Degen Hat,,Lava,
4661,10,1033,36.82,https://solanart.io/search/?token=7rFp926moMJgn5pfNxz3exWAPSo4BrR8tk2w9Gh9HR3R,War Belt,Dangerous Laboratory,Skull Necklace,None,Annihilating Power,Crude Ogre,Skeleton Mask,,Flubber,
4670,10,2264,31.23,https://magiceden.io/item-details/3L3qaDULN7JyTUEA3uEJXp2xY33odoWJdkDRMeawkY71,None,Purple,Sherlock O'Clock,Analysis,Unbreakable Defense,24k Grillz,Blue Crystal,,Grey Marble,
4677,12345,5730,0,https://solanart.io/search/?token=2LFz1BbaRs369RcurCuw7ttEDcMDGMFpYsvSH36u8tBP,Bronze Knight,Peach,None,3D Glasses,Supreme Intelligence,Reptilian Tongue,Buccaneer Hat,,Base,
4687,15,7973,0,https://solanart.io/search/?token=FPRN6Bhof83mAXaLDpreq4rM9C2UbX3aT9CMvcB2hZ4Y,None,Solana,None,None,Annihilating Power,Cigarette,Skeleton Mask,,Grey Marble,
4696,8.9,4453,32.31,https://magiceden.io/item-details/CQTtJuGWeqWcT7tpgEeXuXSwPCKau2zmvsspBwiRdoNH,Unchained,Raging Volcano,None,Lost Eye Patch,Annihilating Power,Sabertooth,Elder Mushroom Colony,,Base,
4708,15,4126,0,https://solanart.io/search/?token=BaySTMw8YBEBMHEy47UXG3K2ALoLMrLh1CEkyjKiqK6e,None,Terrifying Grotto,Sherlock O'Clock,None,Supreme Intelligence,Banana,Elder Mushroom Colony,,Scaly Albino,
4717,69,58,0,https://magiceden.io/item-details/HnwXQR7QRz6m6Dra3mU8XDGpmQ7y3vFZWv8KxSC5x4M1,Unchained,Peach,Silver Cuban,Electric Goggles,Unbreakable Defense,Pink Iced Out Grillz,Emerald Spine,,Purple Energy,
4718,9.9,3932,24.67,https://solanart.io/search/?token=53NtYpwdfF4osvprxHhxrpBYPHjGTXJP2waQnSYrG8Bd,Bronze Knight,Enchanted Forest,None,White Force,Supreme Intelligence,Sabertooth,Elder Mushroom Colony,,Red Rock,
4719,7.69,6866,33.47,https://magiceden.io/item-details/2UZR7vSzozuK4E9rhgWLnpW2baTCMBYW1gJW8PnR4aTB,None,Aquamarina,None,Analysis,Annihilating Power,Sparse Teeth,Sombrero,,Rainbow,
4725,9,1924,42.78,https://magiceden.io/item-details/F3mdaYLPwUvyx7yLvURXrRVUZECkxRv5SPCtc5KfBVBL,War Belt,Green,Skull Necklace,White Force,Supreme Intelligence,Cigarette,None,,Muddy,
4729,8,8754,21.81,https://magiceden.io/item-details/DX1cbopjAXwFHtH7Q81EncQbUVKYPqTWKkefPDts8UmF,None,Green Pillars,None,None,Supreme Intelligence,Crude Ogre,Outlaw Hat,,Mossy,
4732,9.5,2200,36.52,https://magiceden.io/item-details/6jCok4qj4GnWwbEkZzvUqYMons3RAkUzf2MKkcy2NK3q,Crystals Collector,Solana,Silver Cuban,ThugLife Shades,Supreme Intelligence,Tartar Dentures,Sombrero,,Black Obsidian,
4760,5,8797,51.61,https://magiceden.io/item-details/2txHXqiTPdznmpas3cSzFNo2EJ1UBvpbpH9FC81f26Cq,None,Yellow,None,White Force,Supreme Intelligence,Sparse Teeth,None,,White Quartz,
4770,250,7655,0,https://solanart.io/search/?token=C5NxNWKm4kHKmcJRC9UGi9EbqmRympG7CNdejbMjtHNu,None,Raging Volcano,None,White Force,Annihilating Power,Sparse Teeth,None,,Glacial Ice,
4773,11,1156,26.26,https://magiceden.io/item-details/4SCMWeki1KXsvDJqFuiRQASjKrTyvCWB61co737gf7qK,Convicted,Unexplored Mine,Silver Cuban,Lost Eye Patch,Unbreakable Defense,Tartar Dentures,Sombrero,,Purple Energy,
4790,8,1192,56.1,https://magiceden.io/item-details/HRiEwQPffJ6QgTbJgpaDGoPfJrmHbi1P1SQPtZpjXGKi,Crystals Collector,Blue,GM,Red Force,Supreme Intelligence,Bubble Gum,Degen Hat,,Flubber,
4797,9,3582,35.26,https://magiceden.io/item-details/C3bTqbUXMLXH2HnWDEXGS2hcPxUhPbCX2RaEmRgwekRL,Convicted,Yellow,None,Analysis,Annihilating Power,Monster,Bird Family,,Lava,
